geneid	txid	sym	strand	utr5.len	cds.len	utr3.len	Tx.len
ENSG00000167106	ENST00000373095	FAM102A	-	376	1155	2613	4144
ENSG00000101049	ENST00000373100	SGK2	+	460	1104	661	2225
ENSG00000119535	ENST00000373106	CSF3R	-	548	2511	314	3373
ENSG00000107742	ENST00000373109	SPOCK2	-	445	1275	3725	5445
ENSG00000095970	ENST00000373113	TREM2	-	94	693	257	1044
ENSG00000122863	ENST00000373115	CHST3	+	437	1440	5093	6970
ENSG00000116898	ENST00000373116	MRPS15	-	162	774	70	1006
ENSG00000102271	ENST00000373119	KLHL4	+	145	2157	3516	5818
ENSG00000196182	ENST00000373129	STK40	-	407	1308	2131	3846
ENSG00000185513	ENST00000373135	L3MBTL1	+	132	2319	767	3218
ENSG00000160408	ENST00000373146	ST6GALNAC6	-	180	1002	1278	2460
ENSG00000116871	ENST00000373151	MAP7D1	+	216	2526	582	3324
ENSG00000112212	ENST00000373161	TSPO2	+	245	513	200	958
ENSG00000147180	ENST00000373165	ZNF711	+	306	2286	1532	4124
ENSG00000054116	ENST00000373166	TRAPPC3	-	91	543	631	1265
ENSG00000155008	ENST00000373173	APOOL	+	87	807	385	1279
ENSG00000106992	ENST00000373176	AK1	-	153	585	1528	2266
ENSG00000116863	ENST00000373178	ADPRHL2	+	30	1092	546	1668
ENSG00000198246	ENST00000373189	SLC29A3	+	53	1427	777	2257
ENSG00000126070	ENST00000373191	AGO3	+	349	2583	16755	19687
ENSG00000196767	ENST00000373200	POU3F4	+	75	1086	2717	3878
ENSG00000166224	ENST00000373202	SGPL1	+	200	1707	3838	5745
ENSG00000092847	ENST00000373204	AGO1	+	213	2574	10921	13708
ENSG00000134698	ENST00000373210	AGO4	+	245	2586	4285	7116
ENSG00000131171	ENST00000373212	SH3BGRL	+	258	345	1320	1923
ENSG00000148730	ENST00000373218	EIF4EBP2	+	23	363	6871	7257
ENSG00000124780	ENST00000373231	KCNK17	-	233	999	426	1658
ENSG00000180817	ENST00000373232	PPA1	-	100	870	325	1295
ENSG00000124177	ENST00000373233	CHD6	-	178	8148	2492	10818
ENSG00000116819	ENST00000373235	TFAP2E	+	208	1329	652	2189
ENSG00000126067	ENST00000373237	PSMB2	-	412	606	1683	2701
ENSG00000079332	ENST00000373242	SAR1A	-	197	597	5187	5981
ENSG00000020129	ENST00000373243	NCDN	+	383	2190	1110	3683
ENSG00000136877	ENST00000373247	FPGS	+	50	1764	465	2279
ENSG00000099284	ENST00000373255	H2AFY2	+	264	1119	597	1980
ENSG00000112164	ENST00000373256	GLP1R	+	43	1392	1670	3105
ENSG00000136807	ENST00000373264	CDK9	+	100	1119	1244	2463
ENSG00000165288	ENST00000373275	BRWD3	-	217	5409	5755	11381
ENSG00000171224	ENST00000373279	C10orf35	+	159	366	540	1065
ENSG00000160404	ENST00000373284	TOR2A	-	47	966	510	1523
ENSG00000167094	ENST00000373289	TTC16	+	80	2622	195	2897
ENSG00000099282	ENST00000373290	TSPAN15	+	122	885	691	1698
ENSG00000160401	ENST00000373295	CFAP157	+	40	1563	118	1721
ENSG00000122145	ENST00000373296	TBX22	+	134	1563	658	2355
ENSG00000078596	ENST00000373298	ITM2A	-	144	792	705	1641
ENSG00000136854	ENST00000373299	STXBP1	+	121	1785	1859	3765
ENSG00000075073	ENST00000373306	TACR2	-	544	1197	342	2083
ENSG00000136830	ENST00000373312	FAM129B	-	214	2241	1502	3957
ENSG00000204103	ENST00000373313	MAFB	-	390	972	2031	3393
ENSG00000102144	ENST00000373316	PGK1	+	167	1254	3466	4887
ENSG00000204104	ENST00000373327	TRAF3IP1	+	222	2076	1981	4279
ENSG00000243749	ENST00000373337	TMEM35B	-	48	465	409	922
ENSG00000085224	ENST00000373344	ATRX	-	268	7479	3473	11220
ENSG00000124143	ENST00000373345	ARHGAP40	+	168	1869	804	2841
ENSG00000116544	ENST00000373347	DLGAP3	-	269	2940	647	3856
ENSG00000102390	ENST00000373358	PBDC1	+	203	702	296	1201
ENSG00000186675	ENST00000373359	MAGEE2	-	185	1572	492	2249
ENSG00000124767	ENST00000373365	GLO1	-	87	555	1370	2012
ENSG00000188910	ENST00000373366	GJB3	+	615	813	789	2217
ENSG00000102383	ENST00000373367	ZDHHC15	-	231	1014	4551	5796
ENSG00000136856	ENST00000373371	SLC2A8	+	89	1434	649	2172
ENSG00000122958	ENST00000373382	VPS26A	+	653	984	1592	3229
ENSG00000094841	ENST00000373383	UPRT	+	167	930	1089	2186
ENSG00000136895	ENST00000373387	GARNL3	+	352	3042	406	3800
ENSG00000121904	ENST00000373388	CSMD2	-	29	10464	2625	13118
ENSG00000198937	ENST00000373408	CCDC167	-	59	294	266	619
ENSG00000244474	ENST00000373409	UGT1A4	+	43	1605	740	2388
ENSG00000136859	ENST00000373425	ANGPTL2	-	618	1482	1607	3707
ENSG00000101413	ENST00000373433	RPRD1B	+	402	981	2491	3874
ENSG00000101407	ENST00000373448	TTI1	-	239	3270	449	3958
ENSG00000242366	ENST00000373450	UGT1A8	+	63	1593	751	2407
ENSG00000137200	ENST00000373451	CMTR1	+	164	2508	1361	4033
ENSG00000177125	ENST00000373452	ZBTB34	+	64	1503	4961	6528
ENSG00000132821	ENST00000373461	VSTM2L	+	247	615	1097	1959
ENSG00000121900	ENST00000373463	TMEM54	-	120	669	210	999
ENSG00000169155	ENST00000373464	ZBTB43	+	264	1404	4297	5965
ENSG00000121905	ENST00000373467	HPCA	+	102	582	784	1468
ENSG00000160097	ENST00000373471	FNDC5	-	67	639	2026	2732
ENSG00000116497	ENST00000373475	S100PBP	+	254	1227	2841	4322
ENSG00000134684	ENST00000373477	YARS	-	909	1587	742	3238
ENSG00000112130	ENST00000373479	RNF8	+	193	1458	3980	5631
ENSG00000065491	ENST00000373491	TBC1D22B	+	146	1518	1798	3462
ENSG00000162521	ENST00000373493	RBBP4	+	159	1278	6506	7943
ENSG00000204116	ENST00000373502	CHIC1	+	77	675	3406	4158
ENSG00000137193	ENST00000373509	PIM1	+	373	942	1335	2650
ENSG00000160062	ENST00000373510	ZBTB8A	+	229	1326	5520	7075
ENSG00000186462	ENST00000373517	NAP1L2	-	356	1383	811	2550
ENSG00000204118	ENST00000373518	NAP1L6	-	198	324	1522	2044
ENSG00000186288	ENST00000373519	PABPC1L2A	-	126	603	1508	2237
ENSG00000184388	ENST00000373521	PABPC1L2B	+	126	603	1468	2197
ENSG00000162526	ENST00000373534	TSSK3	+	505	807	56	1368
ENSG00000136933	ENST00000373538	RABEPK	+	310	1119	75	1504
ENSG00000067177	ENST00000373542	PHKA1	-	160	3672	2188	6020
ENSG00000119414	ENST00000373547	PPP6C	-	100	918	3100	4118
ENSG00000116478	ENST00000373548	HDAC1	+	84	1449	591	2124
ENSG00000136935	ENST00000373555	GOLGA1	-	334	2304	2173	4811
ENSG00000147099	ENST00000373573	HDAC8	-	342	1134	538	2014
ENSG00000136918	ENST00000373574	WDR38	+	56	945	251	1252
ENSG00000197122	ENST00000373578	SRC	+	348	1611	2671	4630
ENSG00000183615	ENST00000373582	FAM167B	+	189	492	255	936
ENSG00000107625	ENST00000373585	DDX50	+	107	2214	217	2538
ENSG00000084623	ENST00000373586	EIF3I	+	72	978	408	1458
ENSG00000136931	ENST00000373588	NR5A1	-	197	1386	1521	3104
ENSG00000160050	ENST00000373602	CCDC28B	+	347	603	139	1089
ENSG00000119408	ENST00000373603	NEK6	+	145	942	2360	3447
ENSG00000101363	ENST00000373605	MANBAL	+	812	258	845	1915
ENSG00000084652	ENST00000373609	TXLNA	+	281	1641	3090	5012
ENSG00000118702	ENST00000373614	GHRH	-	112	327	131	570
ENSG00000106689	ENST00000373615	LHX2	+	739	1221	594	2554
ENSG00000137409	ENST00000373616	MTCH1	-	125	1119	762	2006
ENSG00000119522	ENST00000373624	DENND1A	-	202	3030	1778	5010
ENSG00000025800	ENST00000373625	KPNA6	+	93	1611	5674	7378
ENSG00000204128	ENST00000373640	C2orf72	+	76	888	2693	3657
ENSG00000188394	ENST00000373642	GPR21	+	40	1050	80	1170
ENSG00000138336	ENST00000373644	TET1	+	209	6411	2668	9288
ENSG00000011454	ENST00000373647	RABGAP1	+	134	3210	1653	4997
ENSG00000121753	ENST00000373655	ADGRB2	-	342	4755	303	5400
ENSG00000171448	ENST00000373656	ZBTB26	-	74	1326	3043	4443
ENSG00000186130	ENST00000373659	ZBTB6	-	89	1275	2742	4106
ENSG00000080839	ENST00000373664	RBL1	-	67	3207	2410	5684
ENSG00000102309	ENST00000373669	PIN4	+	32	471	818	1321
ENSG00000056586	ENST00000373670	RC3H2	-	601	3576	5071	9248
ENSG00000084636	ENST00000373672	COL16A1	-	517	4815	404	5736
ENSG00000179774	ENST00000373673	ATOH7	-	426	459	595	1480
ENSG00000164530	ENST00000373674	PI16	+	328	1392	470	2190
ENSG00000171501	ENST00000373688	OR1N2	+	58	993	52	1103
ENSG00000186810	ENST00000373693	CXCR3	-	68	1107	449	1624
ENSG00000147174	ENST00000373695	ACRC	+	537	2076	600	3213
ENSG00000137168	ENST00000373699	PPIL1	-	252	501	986	1739
ENSG00000148634	ENST00000373700	HERC4	-	313	3150	442	3905
ENSG00000162517	ENST00000373703	PEF1	-	23	855	751	1629
ENSG00000168528	ENST00000373709	SERINC2	+	150	1368	479	1997
ENSG00000121769	ENST00000373713	FABP3	-	62	402	261	725
ENSG00000121766	ENST00000373714	ZCCHC17	+	261	726	743	1730
ENSG00000112081	ENST00000373715	SRSF3	+	116	495	3611	4222
ENSG00000147162	ENST00000373719	OGT	+	217	3141	2103	5461
ENSG00000112078	ENST00000373731	KCTD20	+	391	1260	3968	5619
ENSG00000165476	ENST00000373758	REEP3	+	183	768	4254	5205
ENSG00000185681	ENST00000373764	MORN5	+	62	486	157	705
ENSG00000162510	ENST00000373765	MATN1	-	36	1491	2305	3832
ENSG00000119421	ENST00000373768	NDUFA8	-	142	519	183	844
ENSG00000181915	ENST00000373783	ADO	+	203	813	2611	3627
ENSG00000182010	ENST00000373789	RTKN2	-	97	1830	4714	6641
ENSG00000116350	ENST00000373795	SRSF4	-	235	1485	667	2387
ENSG00000198492	ENST00000373812	YTHDF2	+	362	1740	823	2925
ENSG00000148180	ENST00000373823	GSN	+	905	2196	240	3341
ENSG00000096063	ENST00000373825	SRPK1	-	286	1968	2338	4592
ENSG00000188060	ENST00000373826	RAB42	+	306	318	1326	1950
ENSG00000147166	ENST00000373829	ITGB1BP2	+	73	1044	179	1296
ENSG00000180098	ENST00000373830	TRNAU1AP	+	26	864	909	1799
ENSG00000180198	ENST00000373833	RCC1	+	285	1266	1293	2844
ENSG00000204138	ENST00000373836	PHACTR4	+	214	2139	754	3107
ENSG00000119396	ENST00000373840	RAB14	-	238	648	3259	4145
ENSG00000130772	ENST00000373842	MED18	+	209	627	997	1833
ENSG00000119397	ENST00000373855	CNTRL	+	260	6978	422	7660
ENSG00000169403	ENST00000373857	PTAFR	-	635	1029	2827	4491
ENSG00000204140	ENST00000373861	CLPSL1	+	94	366	142	602
ENSG00000158161	ENST00000373871	EYA3	-	241	1722	4122	6085
ENSG00000118707	ENST00000373874	TGIF2	+	199	714	2519	3432
ENSG00000165443	ENST00000373880	PHYHIPL	+	264	1131	2183	3578
ENSG00000158156	ENST00000373884	XKR8	+	608	1188	896	2692
ENSG00000056558	ENST00000373887	TRAF1	-	2446	1251	2627	6324
ENSG00000130768	ENST00000373894	SMPDL3B	+	191	1368	319	1878
ENSG00000119403	ENST00000373896	PHF19	-	253	1743	2245	4241
ENSG00000072401	ENST00000373910	UBE2D1	+	227	444	1988	2659
ENSG00000117748	ENST00000373912	RPA2	-	300	813	639	1752
ENSG00000080845	ENST00000373913	DLGAP4	+	480	2970	1606	5056
ENSG00000106780	ENST00000373930	MEGF9	-	112	1809	4377	6298
ENSG00000131043	ENST00000373932	AAR2	+	346	1155	1188	2689
ENSG00000151151	ENST00000373935	IPMK	-	323	1251	4559	6133
ENSG00000117758	ENST00000373943	STX12	+	125	831	2123	3079
ENSG00000122952	ENST00000373944	ZWINT	-	39	834	999	1872
ENSG00000065029	ENST00000373953	ZNF76	+	266	1713	737	2716
ENSG00000009780	ENST00000373954	FAM76A	+	102	924	2541	3567
ENSG00000175084	ENST00000373960	DES	+	86	1413	749	2248
ENSG00000165471	ENST00000373968	MBL2	-	65	747	2757	3569
ENSG00000107984	ENST00000373970	DKK1	+	139	801	850	1790
ENSG00000185532	ENST00000373985	PRKG1	+	21	2016	4450	6487
ENSG00000171222	ENST00000373991	SCAND1	-	1071	540	116	1727
ENSG00000148584	ENST00000373993	A1CF	-	45	1785	167	1997
ENSG00000000938	ENST00000374005	FGR	-	289	1590	850	2729
ENSG00000204147	ENST00000374006	ASAH2B	+	65	498	69	632
ENSG00000126705	ENST00000374011	AHDC1	-	969	4812	657	6438
ENSG00000025293	ENST00000374012	PHF20	+	129	3039	2754	5922
ENSG00000173077	ENST00000374016	DEC1	+	519	213	519	1251
ENSG00000169562	ENST00000374022	GJB1	+	95	852	957	1904
ENSG00000196821	ENST00000374023	C6orf106	-	244	897	3277	4418
ENSG00000181773	ENST00000374024	GPR3	+	99	993	1023	2115
ENSG00000174950	ENST00000374027	CD164L2	-	64	520	871	1455
ENSG00000124664	ENST00000374037	SPDEF	-	415	1008	472	1895
ENSG00000181634	ENST00000374045	TNFSF15	-	114	756	5817	6687
ENSG00000136888	ENST00000374050	ATP6V1G1	+	93	357	630	1080
ENSG00000196338	ENST00000374051	NLGN3	+	322	2487	1104	3913
ENSG00000125995	ENST00000374078	ROMO1	+	180	240	78	498
ENSG00000184634	ENST00000374080	MED12	+	32	6534	229	6795
ENSG00000244005	ENST00000374092	NFS1	-	71	1374	1567	3012
ENSG00000172650	ENST00000374094	AGAP5	-	112	2061	221	2394
ENSG00000197444	ENST00000374103	OGDHL	-	86	3033	585	3704
ENSG00000244462	ENST00000374114	RBM12	-	264	2799	3599	6662
ENSG00000187714	ENST00000374115	SLC18A3	+	440	1599	381	2420
ENSG00000136883	ENST00000374118	KIF12	-	238	1542	223	2003
ENSG00000142751	ENST00000374135	GPN2	-	201	933	3544	4678
ENSG00000138835	ENST00000374140	RGS3	+	209	3597	785	4591
ENSG00000204160	ENST00000374142	ZDHHC18	+	95	1167	3758	5020
ENSG00000177354	ENST00000374144	C10orf71	+	288	4308	634	5230
ENSG00000060642	ENST00000374145	PIGV	+	682	1482	549	2713
ENSG00000165383	ENST00000374160	LRRC18	-	77	786	754	1617
ENSG00000117676	ENST00000374168	RPS6KA1	+	154	2208	824	3186
ENSG00000148229	ENST00000374171	POLE3	-	171	444	1576	2191
ENSG00000119411	ENST00000374183	BSPRY	+	39	1209	1091	2339
ENSG00000107643	ENST00000374189	MAPK8	+	181	1284	4331	5796
ENSG00000136875	ENST00000374198	PRPF4	+	102	1569	1116	2787
ENSG00000170324	ENST00000374201	FRMPD2	-	303	3930	764	4997
ENSG00000147168	ENST00000374202	IL2RG	-	92	1110	332	1534
ENSG00000176386	ENST00000374206	CDC26	-	359	258	255	872
ENSG00000136868	ENST00000374212	SLC31A1	+	152	573	4019	4744
ENSG00000169442	ENST00000374213	CD52	+	61	186	221	468
ENSG00000119457	ENST00000374228	SLC46A2	-	232	1428	842	2502
ENSG00000148158	ENST00000374232	SNX30	+	164	1314	6144	7622
ENSG00000148153	ENST00000374242	INIP	-	306	315	3612	4233
ENSG00000119314	ENST00000374255	PTBP3	-	148	1659	1606	3413
ENSG00000215020	ENST00000374258	AL591684.1	+	278	486	1206	1970
ENSG00000184481	ENST00000374259	FOXO4	+	332	1518	1451	3301
ENSG00000142684	ENST00000374266	ZNF593	+	113	405	157	675
ENSG00000197245	ENST00000374268	FAM110D	+	187	816	1855	2858
ENSG00000106868	ENST00000374270	SUSD1	-	173	2244	707	3124
ENSG00000175087	ENST00000374271	PDIK1L	+	287	1026	2966	4279
ENSG00000158022	ENST00000374272	TRIM63	-	139	1062	569	1770
ENSG00000061656	ENST00000374273	SPAG4	+	112	1314	27	1453
ENSG00000158014	ENST00000374276	SLC30A2	-	237	1119	1138	2494
ENSG00000186807	ENST00000374277	ANXA8L2	+	122	984	848	1954
ENSG00000148154	ENST00000374279	UGCG	+	450	1185	2372	4007
ENSG00000158008	ENST00000374280	EXTL1	+	867	2031	1117	4015
ENSG00000158006	ENST00000374282	PAFAH2	-	180	1179	2222	3581
ENSG00000165181	ENST00000374287	C9orf84	-	135	4335	251	4721
ENSG00000242616	ENST00000374293	GNG10	+	300	207	984	1491
ENSG00000244115	ENST00000374294	DNAJC25-GNG10	+	22	462	964	1448
ENSG00000182749	ENST00000374296	PAQR7	-	667	1041	1589	3297
ENSG00000127423	ENST00000374298	AUNIP	-	55	1074	987	2116
ENSG00000165349	ENST00000374299	SLC7A3	-	145	1860	231	2236
ENSG00000117640	ENST00000374301	MTFR1L	+	308	879	912	2099
ENSG00000204174	ENST00000374312	NPY4R	+	419	1126	409	1954
ENSG00000096433	ENST00000374316	ITPR3	+	1060	8016	794	9870
ENSG00000204175	ENST00000374317	GPRIN2	+	273	1377	316	1966
ENSG00000204176	ENST00000374321	SYT15	-	67	1266	36	1369
ENSG00000117643	ENST00000374332	MAN1C1	+	330	1893	2418	4641
ENSG00000157978	ENST00000374338	LDLRAP1	+	119	927	1894	2940
ENSG00000204178	ENST00000374343	TMEM57	+	179	1995	1743	3917
ENSG00000183726	ENST00000374358	TMEM50A	+	553	474	1656	2683
ENSG00000082458	ENST00000374360	DLG3	+	233	2454	3218	5905
ENSG00000172661	ENST00000374362	FAM21C	+	99	3963	561	4623
ENSG00000125965	ENST00000374372	GDF5	-	504	1506	562	2572
ENSG00000204183	ENST00000374375	GDF5OS	+	442	753	539	1734
ENSG00000169504	ENST00000374379	CLIC4	+	197	762	3387	4346
ENSG00000130055	ENST00000374382	GDPD2	+	251	1620	298	2169
ENSG00000101019	ENST00000374385	UQCC1	-	178	900	1369	2447
ENSG00000012779	ENST00000374391	ALOX5	+	53	2025	428	2506
ENSG00000184454	ENST00000374392	NCMAP	+	66	309	3578	3953
ENSG00000117602	ENST00000374395	RCAN3	+	313	726	5763	6802
ENSG00000001461	ENST00000374399	NIPAL3	+	368	1221	122	1711
ENSG00000090889	ENST00000374403	KIF4A	+	82	3699	567	4348
ENSG00000125998	ENST00000374408	FAM83C	-	97	2244	804	3145
ENSG00000138400	ENST00000374412	MDH1B	-	276	1557	720	2553
ENSG00000204186	ENST00000374423	ZDBF2	+	386	7065	2835	10286
ENSG00000198121	ENST00000374431	LPAR1	-	384	1095	2158	3637
ENSG00000142661	ENST00000374434	MYOM3	-	163	4314	1327	5804
ENSG00000242372	ENST00000374450	EIF6	-	265	738	286	1289
ENSG00000169826	ENST00000374466	CSGALNACT2	+	335	1629	1766	3730
ENSG00000030110	ENST00000374467	BAK1	-	249	636	1251	2136
ENSG00000165124	ENST00000374469	SVEP1	-	195	10716	1283	12194
ENSG00000188822	ENST00000374472	CNR2	-	162	1083	4009	5254
ENSG00000117305	ENST00000374490	HMGCL	-	44	978	578	1600
ENSG00000088298	ENST00000374492	EDEM2	-	106	1737	76	1919
ENSG00000011009	ENST00000374514	LYPLA2	+	307	696	807	1810
ENSG00000112511	ENST00000374516	PHF1	+	271	1704	355	2330
ENSG00000136810	ENST00000374517	TXN	-	205	318	346	869
ENSG00000165733	ENST00000374518	BMS1	+	63	3849	3841	7753
ENSG00000186912	ENST00000374519	P2RY4	-	140	1098	357	1595
ENSG00000204195	ENST00000374521	AWAT1	+	41	987	337	1365
ENSG00000157654	ENST00000374530	PALM2-AKAP2	+	180	3312	4015	7507
ENSG00000243444	ENST00000374531	PALM2	+	74	1140	3278	4492
ENSG00000070159	ENST00000374541	PTPN3	-	105	2742	3856	6703
ENSG00000204209	ENST00000374542	DAXX	-	205	2223	185	2613
ENSG00000142676	ENST00000374550	RPL11	+	45	537	52	634
ENSG00000117318	ENST00000374561	ID3	-	368	360	523	1251
ENSG00000095203	ENST00000374566	EPB41L4B	-	518	2703	2579	5800
ENSG00000204217	ENST00000374580	BMPR2	+	539	3117	7805	11461
ENSG00000106771	ENST00000374586	TMEM245	-	32	2640	5308	7980
ENSG00000125944	ENST00000374612	HNRNPR	-	124	1902	668	2694
ENSG00000227057	ENST00000374617	WDR46	-	357	1833	168	2358
ENSG00000179546	ENST00000374619	HTR1D	-	510	1134	1191	2835
ENSG00000159189	ENST00000374639	C1QC	+	118	738	327	1183
ENSG00000173372	ENST00000374642	C1QA	+	204	738	201	1143
ENSG00000070061	ENST00000374647	IKBKAP	-	308	3999	1598	5905
ENSG00000204227	ENST00000374656	RING1	+	208	1221	323	1752
ENSG00000204228	ENST00000374662	HSD17B8	+	27	786	177	990
ENSG00000148156	ENST00000374667	ACTL7B	-	1037	1248	94	2379
ENSG00000136826	ENST00000374672	KLF4	-	474	1440	899	2813
ENSG00000112473	ENST00000374677	SLC39A7	+	373	1410	626	2409
ENSG00000204231	ENST00000374680	RXRB	-	212	1602	1094	2908
ENSG00000169083	ENST00000374690	AR	+	524	2763	6778	10065
ENSG00000095209	ENST00000374692	TMEM38B	+	117	876	2532	3525
ENSG00000177283	ENST00000374694	FZD8	-	849	2085	1096	4030
ENSG00000142798	ENST00000374695	HSPG2	-	80	13176	1071	14327
ENSG00000138356	ENST00000374700	AOX1	+	241	4017	816	5074
ENSG00000108100	ENST00000374704	CCNY	+	180	1026	2754	3960
ENSG00000204248	ENST00000374708	COL11A2	-	259	4953	997	6209
ENSG00000070214	ENST00000374720	SLC44A1	+	247	1974	8290	10511
ENSG00000165029	ENST00000374736	ABCA1	-	395	6786	3313	10494
ENSG00000155659	ENST00000374737	VSIG4	-	109	1200	525	1834
ENSG00000108094	ENST00000374748	CUL2	-	314	2238	1760	4312
ENSG00000165028	ENST00000374762	NIPSNAP3B	+	71	744	937	1752
ENSG00000076864	ENST00000374765	RAP1GAP	-	201	1992	1078	3271
ENSG00000136783	ENST00000374767	NIPSNAP3A	+	105	744	784	1633
ENSG00000204246	ENST00000374781	OR13C3	-	43	1044	21	1108
ENSG00000141577	ENST00000374782	CEP131	-	194	3135	176	3505
ENSG00000182667	ENST00000374786	NTM	+	479	1035	1676	3190
ENSG00000148498	ENST00000374789	PARD3	-	326	4071	1608	6005
ENSG00000198646	ENST00000374796	NCOA6	-	2571	6192	548	9311
ENSG00000155833	ENST00000374798	CYLC2	+	70	1047	1054	2171
ENSG00000188386	ENST00000374806	PPP3R2	-	71	522	2794	3387
ENSG00000078804	ENST00000374810	TP53INP2	+	389	663	3132	4184
ENSG00000001497	ENST00000374811	LAS1L	-	41	2205	193	2439
ENSG00000204256	ENST00000374825	BRD2	+	1701	2406	787	4894
ENSG00000126970	ENST00000374839	ZC4H2	-	107	675	1402	2184
ENSG00000162551	ENST00000374840	ALPL	+	250	1575	764	2589
ENSG00000204257	ENST00000374843	HLA-DMA	-	86	786	251	1123
ENSG00000165152	ENST00000374851	TMEM246	-	1148	1212	2710	5070
ENSG00000102043	ENST00000374852	MTMR8	-	68	2115	456	2639
ENSG00000136872	ENST00000374855	ALDOB	-	125	1095	1231	2451
ENSG00000240065	ENST00000374859	PSMB9	+	69	660	53	782
ENSG00000078747	ENST00000374864	ITCH	+	213	2589	3599	6401
ENSG00000136897	ENST00000374865	MRPL50	-	22	477	2833	3332
ENSG00000204262	ENST00000374866	COL5A2	-	275	4500	2174	6949
ENSG00000148123	ENST00000374874	PLPPR1	+	439	978	1078	2495
ENSG00000241697	ENST00000374879	TMEFF1	+	432	1143	1036	2611
ENSG00000204264	ENST00000374882	PSMB8	-	51	831	242	1124
ENSG00000186767	ENST00000374884	SPIN4	-	525	750	2842	4117
ENSG00000198455	ENST00000374888	ZXDB	+	397	2412	3085	5894
ENSG00000117298	ENST00000374893	ECE1	-	75	2313	96	2484
ENSG00000204267	ENST00000374897	TAP2	-	132	2061	3491	5684
ENSG00000165591	ENST00000374900	FAAH2	+	120	1599	264	1983
ENSG00000136891	ENST00000374902	TEX10	-	177	2790	107	3074
ENSG00000147059	ENST00000374908	SPIN2A	-	400	777	1291	2468
ENSG00000204271	ENST00000374919	SPIN3	-	323	777	3338	4438
ENSG00000204272	ENST00000374922	LINC01420	+	95	207	1227	1529
ENSG00000237541	ENST00000374940	HLA-DQA2	+	102	768	654	1524
ENSG00000204279	ENST00000374951	PAGE3	-	309	342	94	745
ENSG00000234068	ENST00000374968	PAGE2	+	104	336	111	551
ENSG00000238269	ENST00000374971	PAGE2B	+	52	336	105	493
ENSG00000198502	ENST00000374975	HLA-DRB5	-	63	801	396	1260
ENSG00000125977	ENST00000374980	EIF2S2	-	222	1002	1432	2656
ENSG00000169188	ENST00000374987	APEX2	+	66	1557	1622	3245
ENSG00000106799	ENST00000374994	TGFBR1	+	117	1512	4887	6516
ENSG00000204291	ENST00000375001	COL15A1	+	423	4167	906	5496
ENSG00000158571	ENST00000375006	PFKFB1	-	71	1416	442	1929
ENSG00000204301	ENST00000375023	NOTCH4	-	139	6012	594	6745
ENSG00000204300	ENST00000375026	TMEM225	-	217	678	212	1107
ENSG00000213654	ENST00000375040	GPSM3	-	393	483	600	1476
ENSG00000204304	ENST00000375050	PBX2	-	271	1293	1641	3205
ENSG00000102316	ENST00000375068	MAGED2	+	233	1821	135	2189
