ENS_ID	Sym	scr.TNF.vs.veh.logR	RELA.TNF.vs.veh.logR	RELA.TNF.rep1vs3.logR	RELA.TNF.rep1vs2.logR	RELA.TNF.rep2vs3.logR
ENSG00000185813	PCYT2	0.241	-0.134	-0.303	-0.112	-0.191
ENSG00000106244	PDAP1	0.036	-0.131	-0.042	-0.079	0.037
ENSG00000114209	PDCD10	-0.053	-0.187	0.04	-0.721	0.761
ENSG00000148843	PDCD11	0.056	-0.028	-0.032	0.121	-0.153
ENSG00000071994	PDCD2	-0.163	-0.284	-0.338	-0.571	0.232
ENSG00000126249	PDCD2L	-0.127	-1.018	-0.28	-0.441	0.16
ENSG00000150593	PDCD4	-0.379	0.014	0.149	0.165	-0.016
ENSG00000105185	PDCD5	0.042	-0.12	-0.261	-0.521	0.259
ENSG00000249915	PDCD6	0.003	-0.194	-0.358	-0.204	-0.154
ENSG00000170248	PDCD6IP	-0.071	0.068	0.249	0.112	0.138
ENSG00000090470	PDCD7	0.093	-0.019	0.042	-0.393	0.434
ENSG00000136940	PDCL	-0.305	-0.151	-0.155	-0.578	0.423
ENSG00000115539	PDCL3	-0.055	-0.068	-0.205	-0.036	-0.169
ENSG00000177225	PDDC1	0.164	-0.116	0.173	0.005	0.168
ENSG00000174840	PDE12	-0.074	0.139	0.202	0.253	-0.051
ENSG00000123360	PDE1B	0.174	0.039	0.129	0.614	-0.486
ENSG00000152270	PDE3B	-0.074	0.338	0.76	0.372	0.388
ENSG00000113448	PDE4D	-0.864	-0.4	-0.762	-0.811	0.05
ENSG00000178104	PDE4DIP	0.397	0.307	0.535	0.199	0.337
ENSG00000138735	PDE5A	-0.192	0.116	0.047	-0.45	0.497
ENSG00000156973	PDE6D	0.057	-0.195	-0.306	-0.193	-0.113
ENSG00000171408	PDE7B	-0.235	-0.506	-0.368	-0.428	0.06
ENSG00000073417	PDE8A	-0.045	0.198	0.157	0.29	-0.134
ENSG00000113231	PDE8B	-0.118	0.095	1.137	0.665	0.471
ENSG00000258429	PDF	0.13	-0.347	-1.087	-2.115	1.029
ENSG00000145431	PDGFC	-0.05	0.098	0.207	0.06	0.147
ENSG00000134853	PDGFRA	-0.202	-0.035	0.044	-0.756	0.8
ENSG00000113721	PDGFRB	-0.177	0.36	0.659	0.642	0.017
ENSG00000131828	PDHA1	0.099	-0.126	-0.177	-0.042	-0.135
ENSG00000168291	PDHB	-0.028	-0.164	-0.156	-0.346	0.191
ENSG00000110435	PDHX	-0.096	-0.047	-0.426	-0.346	-0.079
ENSG00000167004	PDIA3	-0.097	0.15	0.364	0.261	0.103
ENSG00000155660	PDIA4	-0.059	-0.181	-0.012	-0.012	0
ENSG00000065485	PDIA5	0.056	-0.184	-0.551	-0.76	0.208
ENSG00000143870	PDIA6	0.051	-0.156	-0.237	-0.229	-0.008
ENSG00000175087	PDIK1L	-0.494	-0.304	-0.253	-0.56	0.307
ENSG00000152256	PDK1	-0.098	0.001	0.576	0.418	0.158
ENSG00000005882	PDK2	-0.043	0.009	-0.274	0.217	-0.491
ENSG00000004799	PDK4	-0.505	0.023	0.589	0.506	0.083
ENSG00000107438	PDLIM1	-0.004	0.513	1.215	1.933	-0.718
ENSG00000131435	PDLIM4	0.515	-0.076	0.086	-0.327	0.413
ENSG00000163110	PDLIM5	-0.202	-0.021	0.044	0.186	-0.142
ENSG00000196923	PDLIM7	0.048	-0.123	-0.985	-0.555	-0.43
ENSG00000164951	PDP1	-0.436	-0.214	-0.275	-0.399	0.124
ENSG00000172840	PDP2	-0.153	0.52	0.816	0.95	-0.134
ENSG00000140992	PDPK1	-0.173	0.021	0.496	0.948	-0.453
ENSG00000090857	PDPR	-0.107	0.297	0.38	0.851	-0.47
ENSG00000088356	PDRG1	-0.107	0.016	-0.071	-0.116	0.045
ENSG00000121892	PDS5A	-0.14	0.123	0.289	0.334	-0.045
ENSG00000083642	PDS5B	0.013	0.313	0.677	0.746	-0.07
ENSG00000148459	PDSS1	-0.029	-0.091	-0.506	-0.572	0.067
ENSG00000164494	PDSS2	-0.038	0.137	0.178	-0.021	0.199
ENSG00000179889	PDXDC1	-0.004	0.073	0.087	0.233	-0.147
ENSG00000160209	PDXK	0.064	-0.047	0.193	0.37	-0.177
ENSG00000241360	PDXP	0.182	-0.547	0	-0.558	0.558
ENSG00000120509	PDZD11	-0.125	-0.175	-0.41	0.312	-0.722
ENSG00000133401	PDZD2	0.128	0.849	0.822	1.407	-0.585
ENSG00000165650	PDZD8	-0.173	0.318	0.889	0.765	0.124
ENSG00000121440	PDZRN3	0.016	0.067	-0.187	-0.159	-0.027
ENSG00000239677	PDZRN3-AS1	0.594	0	0	0	0
ENSG00000162734	PEA15	-0.306	0.367	0.814	0.98	-0.166
ENSG00000173517	PEAK1	-0.257	0.87	1.176	1.243	-0.067
ENSG00000089220	PEBP1	0.025	-0.103	0.113	0.225	-0.111
ENSG00000115425	PECR	-0.014	-0.14	-0.097	-0.058	-0.039
ENSG00000162517	PEF1	-0.07	-0.118	-0.095	0.322	-0.418
ENSG00000242265	PEG10	-0.099	0.91	2.053	2.471	-0.418
ENSG00000197329	PELI1	0.304	0.106	-0.292	-0.251	-0.041
ENSG00000174516	PELI3	0.356	-0.043	-0.509	-0.181	-0.327
ENSG00000152684	PELO	0.071	-0.109	-0.49	-0.41	-0.079
ENSG00000141456	PELP1	0.166	0.512	0.483	1.228	-0.745
ENSG00000133027	PEMT	0.179	0.121	-0.867	-0.013	-0.854
ENSG00000124299	PEPD	-0.007	-0.031	-0.009	0.16	-0.169
ENSG00000179094	PER1	0.011	0.814	1.109	1.401	-0.292
ENSG00000049246	PER3	-0.261	-0.226	0.453	0.346	0.107
ENSG00000112378	PERP	-0.202	-0.156	-0.458	-0.277	-0.181
ENSG00000100029	PES1	0.116	-0.357	-0.713	-0.712	-0.002
ENSG00000229833	PET100	0.368	-0.633	-0.99	-0.729	-0.261
ENSG00000232838	PET117	-0.262	-0.087	0	-0.862	0.862
ENSG00000127980	PEX1	-0.205	-0.217	-0.169	-0.303	0.135
ENSG00000157911	PEX10	0.258	-0.148	-0.343	-0.33	-0.013
ENSG00000166821	PEX11A	-0.191	-0.273	-0.477	-0.466	-0.011
ENSG00000131779	PEX11B	-0.205	-0.181	-0.637	0.087	-0.724
ENSG00000104883	PEX11G	0.402	-0.041	-1.312	-0.521	-0.79
ENSG00000108733	PEX12	-0.123	-0.518	-0.454	-0.123	-0.331
ENSG00000162928	PEX13	-0.051	-0.253	-0.115	-0.203	0.088
ENSG00000142655	PEX14	0.111	-0.289	-0.107	-0.137	0.03
ENSG00000121680	PEX16	0.237	-0.168	-0.547	-0.25	-0.297
ENSG00000162735	PEX19	-0.069	-0.092	0.137	0.12	0.017
ENSG00000164751	PEX2	-0.071	-0.217	-0.334	-0.4	0.066
ENSG00000215193	PEX26	-0.047	0.003	0.467	0.807	-0.34
ENSG00000034693	PEX3	-0.033	-0.081	-0.364	-0.406	0.042
ENSG00000139197	PEX5	0.032	0.155	-0.325	-0.172	-0.153
ENSG00000124587	PEX6	0.09	-0.119	-0.434	-0.364	-0.071
ENSG00000112357	PEX7	-0.143	-0.06	-0.224	-0.78	0.556
ENSG00000178921	PFAS	-0.002	0.114	0.418	0.5	-0.082
ENSG00000113068	PFDN1	-0.053	-0.227	-0.234	0.068	-0.302
ENSG00000143256	PFDN2	-0.144	-0.165	-0.165	-0.123	-0.042
ENSG00000101132	PFDN4	-0.115	-0.372	-0.15	-0.865	0.715
ENSG00000123349	PFDN5	0.061	-0.36	-0.478	-0.763	0.285
ENSG00000204220	PFDN6	-0.115	-0.326	-0.21	-0.566	0.356
ENSG00000158571	PFKFB1	0.093	0.224	0.466	0.509	-0.043
ENSG00000123836	PFKFB2	-0.212	-0.208	-0.066	-0.315	0.25
ENSG00000170525	PFKFB3	-0.246	0.318	0.892	1.262	-0.37
ENSG00000141959	PFKL	0.242	-0.149	-0.24	-0.162	-0.079
ENSG00000152556	PFKM	0.083	-0.167	-0.174	-0.163	-0.011
ENSG00000067057	PFKP	0.288	-0.05	-0.151	-0.365	0.215
ENSG00000108518	PFN1	0.089	-0.162	-0.331	0.111	-0.442
ENSG00000270392	PFN1P2	0.284	1.278	1.442	1.644	-0.202
ENSG00000070087	PFN2	-0.42	0.179	0.138	0.272	-0.135
ENSG00000171314	PGAM1	0.017	-0.129	-0.212	-0.109	-0.103
ENSG00000247077	PGAM5	0.14	-0.117	-0.086	-0.039	-0.047
ENSG00000197121	PGAP1	-0.153	0.487	0.517	0.635	-0.118
ENSG00000148985	PGAP2	0.064	0.142	0.139	0.732	-0.593
ENSG00000161395	PGAP3	0.111	-0.06	-0.195	-0.156	-0.039
ENSG00000137338	PGBD1	0.118	-0.085	-0.269	-0.225	-0.044
ENSG00000185220	PGBD2	0.008	-0.237	-0.905	-0.804	-0.101
ENSG00000182405	PGBD4	0.188	0.043	-0.294	-0.061	-0.233
ENSG00000142657	PGD	0.146	0.289	0.515	0.478	0.037
ENSG00000164219	PGGT1B	-0.115	0.024	0.21	-0.346	0.556
ENSG00000102144	PGK1	0.03	-0.061	-0.169	-0.021	-0.148
ENSG00000130313	PGLS	0.301	-0.068	-0.186	0.214	-0.4
ENSG00000079739	PGM1	0.128	0.134	0.326	0.447	-0.121
ENSG00000169299	PGM2	0.134	-0.171	-0.177	-0.258	0.081
ENSG00000013375	PGM3	-0.045	-0.006	-0.013	-0.358	0.345
ENSG00000184207	PGP	-0.045	-0.196	-0.67	-1.038	0.368
ENSG00000130517	PGPEP1	0.047	-0.166	-0.234	0.118	-0.352
ENSG00000101856	PGRMC1	-0.086	-0.12	0.225	-0.353	0.577
ENSG00000164040	PGRMC2	-0.223	0.559	0.852	1	-0.148
ENSG00000087157	PGS1	0.466	-0.073	0.183	0.285	-0.101
ENSG00000112419	PHACTR2	-0.082	0.17	0.267	0.076	0.191
ENSG00000204138	PHACTR4	-0.018	0.211	0.316	0.895	-0.58
ENSG00000164902	PHAX	-0.153	-0.094	-0.103	-0.18	0.077
ENSG00000167085	PHB	-0.057	-0.335	-0.755	-0.287	-0.468
ENSG00000215021	PHB2	0.032	-0.23	-0.099	0.005	-0.104
ENSG00000134686	PHC2	0.154	0.294	-0.017	0.215	-0.232
ENSG00000173889	PHC3	-0.183	0.097	0.19	0.598	-0.409
ENSG00000112511	PHF1	0.099	0.029	0.12	0.182	-0.062
ENSG00000130024	PHF10	-0.017	-0.04	0.696	0.183	0.513
ENSG00000136147	PHF11	-0.126	-0.199	-0.5	-0.343	-0.158
ENSG00000116273	PHF13	-0.266	0.234	0.153	0.766	-0.612
ENSG00000106443	PHF14	-0.051	-0.26	-0.013	-0.3	0.287
ENSG00000119403	PHF19	-0.119	-0.132	-0.165	-0.129	-0.037
ENSG00000197724	PHF2	0.074	0.15	0.721	0.958	-0.237
ENSG00000025293	PHF20	0.006	0.256	0.253	0.127	0.126
ENSG00000129292	PHF20L1	0.027	0.077	0.482	-0.164	0.646
ENSG00000040633	PHF23	-0.159	-0.275	-0.325	-0.041	-0.284
ENSG00000118482	PHF3	0.153	0.204	0.953	0.04	0.913
ENSG00000100410	PHF5A	-0.024	-0.22	-0.677	-0.524	-0.153
ENSG00000156531	PHF6	-0.239	0.16	0.774	0.212	0.562
ENSG00000010318	PHF7	0.107	-0.396	-0.545	-0.47	-0.075
ENSG00000172943	PHF8	-0.222	0.179	0.066	0.585	-0.518
ENSG00000092621	PHGDH	0.28	0.183	-0.208	0.511	-0.718
ENSG00000146247	PHIP	-0.047	0.201	1.074	0.274	0.8
ENSG00000067177	PHKA1	-0.11	-0.153	-0.02	-0.498	0.478
ENSG00000044446	PHKA2	-0.033	0.077	0.611	0.545	0.066
ENSG00000102893	PHKB	-0.119	0.382	0.22	0.287	-0.066
ENSG00000164776	PHKG1	0.03	-0.098	0	0.301	-0.301
ENSG00000156873	PHKG2	0.038	-0.223	-0.567	-0.474	-0.093
ENSG00000139289	PHLDA1	1.454	1.034	0.404	0.046	0.358
ENSG00000174307	PHLDA3	0.173	-0.013	0.214	0.177	0.037
ENSG00000019144	PHLDB1	0.017	0.238	0.526	0.564	-0.039
ENSG00000144824	PHLDB2	0.055	0.123	0.11	-0.102	0.212
ENSG00000176531	PHLDB3	0.233	-0.14	-0.613	-0.285	-0.328
ENSG00000040199	PHLPP2	-0.094	0.339	0.146	0.357	-0.211
ENSG00000144362	PHOSPHO2	-0.431	-0.222	-0.415	-0.066	-0.349
ENSG00000054148	PHPT1	0.067	-0.17	-0.578	-0.303	-0.275
ENSG00000070047	PHRF1	0.217	-0.09	0.127	-0.098	0.225
ENSG00000116793	PHTF1	-0.354	-0.193	-0.274	-0.163	-0.11
ENSG00000006576	PHTF2	-0.143	-0.045	0	-0.01	0.01
ENSG00000107537	PHYH	-0.112	-0.054	0.23	0.198	0.032
ENSG00000175287	PHYHD1	0.131	-0.26	-0.434	-0.367	-0.067
ENSG00000175309	PHYKPL	0.022	0.087	0.332	0.442	-0.109
ENSG00000155252	PI4K2A	0.1	0.256	0.106	0.229	-0.123
ENSG00000038210	PI4K2B	-0.027	-0.184	0.355	-0.375	0.73
ENSG00000241973	PI4KA	0.027	0.585	1.07	1.392	-0.322
ENSG00000143393	PI4KB	0.198	0.382	0.516	0.347	0.168
ENSG00000033800	PIAS1	-0.311	-0.14	0.24	0.469	-0.229
ENSG00000078043	PIAS2	-0.181	-0.036	-0.061	0.08	-0.14
ENSG00000131788	PIAS3	-0.159	0.716	0.705	1.35	-0.645
ENSG00000105229	PIAS4	0.18	-0.178	-0.415	-0.322	-0.093
ENSG00000083535	PIBF1	0.233	0.06	1.233	-0.182	1.415
ENSG00000073921	PICALM	-0.201	0.265	0.591	0.637	-0.046
ENSG00000100151	PICK1	0.354	-0.382	-0.547	-0.469	-0.078
ENSG00000153823	PID1	-0.073	0.205	0	-0.877	0.877
ENSG00000177595	PIDD1	0.255	0.15	0.407	0.23	0.177
ENSG00000103335	PIEZO1	0.291	0.93	1.32	1.583	-0.262
ENSG00000140451	PIF1	0.109	-0.335	0	-0.173	0.173
ENSG00000165195	PIGA	-0.027	0.013	-0.467	-0.742	0.276
ENSG00000225973	PIGBOS1	0.054	-0.459	-0.127	-0.065	-0.062
ENSG00000135845	PIGC	-0.243	-0.263	-0.228	-0.325	0.097
ENSG00000213713	PIGCP1	-0.066	0.204	-0.384	0.178	-0.562
ENSG00000151665	PIGF	-0.27	0.131	0.239	-0.059	0.298
ENSG00000174227	PIGG	-0.017	0.113	0.188	0.376	-0.188
ENSG00000100564	PIGH	-0.106	-0.263	-0.158	-0.375	0.217
ENSG00000142892	PIGK	-0.085	-0.156	-0.546	-0.911	0.365
ENSG00000108474	PIGL	0.306	0.119	0.079	-0.326	0.405
ENSG00000143315	PIGM	-0.223	-0.085	-0.153	0.083	-0.236
ENSG00000197563	PIGN	-0.067	-0.032	-0.269	-0.232	-0.037
ENSG00000165282	PIGO	0.076	0.261	0.096	0.601	-0.504
ENSG00000185808	PIGP	-0.195	-0.063	-0.47	-0.174	-0.296
ENSG00000007541	PIGQ	0.152	-0.367	-0.147	0.147	-0.294
ENSG00000087111	PIGS	0.014	0.08	-0.095	0.472	-0.567
ENSG00000124155	PIGT	-0.002	0.126	0.102	0.319	-0.217
ENSG00000101464	PIGU	-0.012	0.105	-0.473	0.134	-0.607
ENSG00000060642	PIGV	0.414	0.263	0.114	0.274	-0.16
ENSG00000163964	PIGX	-0.024	-0.149	-0.057	-0.025	-0.032
ENSG00000119227	PIGZ	0.054	0.087	0.773	0.708	0.066
ENSG00000104872	PIH1D1	0.192	-0.291	-0.648	-0.583	-0.065
ENSG00000011405	PIK3C2A	-0.053	0.231	0.87	0.272	0.599
ENSG00000133056	PIK3C2B	-0.004	0.536	1.038	1.18	-0.143
ENSG00000078142	PIK3C3	0.056	-0.222	-0.055	-0.169	0.114
ENSG00000121879	PIK3CA	-0.036	0.162	0.477	0.187	0.29
ENSG00000051382	PIK3CB	-0.336	0.886	0.482	0.969	-0.487
ENSG00000100100	PIK3IP1	-0.082	-0.377	-0.428	-0.676	0.248
ENSG00000145675	PIK3R1	-0.576	0.116	0.911	0.396	0.515
ENSG00000117461	PIK3R3	-0.399	-0.024	-0.051	0.37	-0.421
ENSG00000196455	PIK3R4	-0.048	0.112	0.245	0.268	-0.023
ENSG00000115020	PIKFYVE	-0.3	0.139	0.108	0.169	-0.061
ENSG00000137193	PIM1	1.49	0.686	-0.063	-0.45	0.387
ENSG00000102096	PIM2	-0.052	0.158	-0.874	-0.628	-0.246
ENSG00000198355	PIM3	0.462	0.26	-0.317	-0.602	0.284
ENSG00000127445	PIN1	0.295	-0.292	-0.704	-0.543	-0.162
ENSG00000102309	PIN4	-0.092	-0.57	-0.558	-0.694	0.136
ENSG00000158828	PINK1	0.142	-0.16	-0.568	-0.797	0.229
ENSG00000254093	PINX1	0.255	-0.132	-0.386	-0.798	0.412
ENSG00000150867	PIP4K2A	-0.239	-0.058	0.194	0.54	-0.346
ENSG00000276293	PIP4K2B	-0.121	-0.204	0.155	0.149	0.006
ENSG00000166908	PIP4K2C	-0.147	-0.282	-0.386	-0.233	-0.153
ENSG00000143398	PIP5K1A	0.312	0.369	0.627	0.577	0.05
ENSG00000186111	PIP5K1C	-0.044	0.915	1.089	1.551	-0.461
ENSG00000087842	PIR	-0.098	-0.299	-0.16	-0.329	0.169
ENSG00000241878	PISD	-0.118	-0.072	-0.266	-0.217	-0.049
ENSG00000057757	PITHD1	-0.112	-0.265	-0.038	-0.519	0.482
ENSG00000174238	PITPNA	0.098	0.198	0.816	0.749	0.067
ENSG00000236618	PITPNA-AS1	0.1	-0.479	-0.286	0.112	-0.397
ENSG00000180957	PITPNB	-0.204	0.647	1.159	1.17	-0.011
ENSG00000154217	PITPNC1	-0.058	-0.236	-0.339	0.257	-0.597
ENSG00000110697	PITPNM1	0.263	-0.252	-0.365	-0.19	-0.175
ENSG00000090975	PITPNM2	0	0.415	0.845	0.947	-0.101
ENSG00000107959	PITRM1	-0.043	0.09	-0.037	0.309	-0.346
ENSG00000164093	PITX2	-0.21	-0.199	-0.307	0.037	-0.344
ENSG00000181191	PJA1	0.016	-0.215	-0.417	-0.347	-0.069
ENSG00000198961	PJA2	-0.117	0.234	0.644	0.24	0.404
ENSG00000008710	PKD1	0.184	0.375	0.687	0.974	-0.287
ENSG00000118762	PKD2	-0.153	-0.055	-0.099	-0.201	0.102
ENSG00000107593	PKD2L1	0	-0.177	0.06	0.272	-0.212
ENSG00000162878	PKDCC	-0.081	-0.153	-0.182	-0.242	0.06
ENSG00000171033	PKIA	0.111	-0.049	-0.191	-0.482	0.291
ENSG00000168734	PKIG	-0.118	-0.175	0	-0.568	0.568
ENSG00000067225	PKM	0.057	-0.108	-0.406	-0.18	-0.226
ENSG00000123143	PKN1	0.258	-0.085	0.363	0.234	0.13
ENSG00000065243	PKN2	-0.104	0.14	0.66	0.361	0.299
ENSG00000237505	PKN2-AS1	-0.128	-0.187	0	-0.026	0.026
ENSG00000160199	PKNOX1	-0.045	-0.092	0.031	0.031	0
ENSG00000057294	PKP2	-0.056	0.154	0.141	0.382	-0.241
ENSG00000144283	PKP4	-0.139	-0.157	-0.131	0.319	-0.45
ENSG00000123739	PLA2G12A	-0.09	-0.091	0.041	-0.18	0.221
ENSG00000103066	PLA2G15	-0.067	0.027	-0.224	0.196	-0.42
ENSG00000176485	PLA2G16	0.072	-0.148	0.112	0.16	-0.048
ENSG00000116711	PLA2G4A	-0.037	-0.079	-0.038	-0.291	0.253
ENSG00000184381	PLA2G6	-0.081	-0.038	0.083	-0.032	0.115
ENSG00000153246	PLA2R1	-0.072	0.051	-0.21	-0.426	0.216
ENSG00000137055	PLAA	-0.135	0.204	0.408	0.691	-0.282
ENSG00000189129	PLAC9	0.039	-0.449	-0.878	-1.322	0.444
ENSG00000181690	PLAG1	-0.615	-0.049	0.096	-0.09	0.186
ENSG00000118495	PLAGL1	0.018	0.869	1.226	0.865	0.361
ENSG00000126003	PLAGL2	0.288	0.553	1.117	1.219	-0.101
ENSG00000011422	PLAUR	-0.075	0.221	-0.985	-0.513	-0.472
ENSG00000151176	PLBD2	-0.067	1.22	1.29	1.583	-0.292
ENSG00000149782	PLCB3	-0.052	-0.039	-0.11	0.058	-0.169
ENSG00000187091	PLCD1	0.221	0.001	0.489	0.255	0.235
ENSG00000161714	PLCD3	0.029	0.006	-0.012	0.287	-0.299
ENSG00000115556	PLCD4	0.247	-0.02	-0.107	0.208	-0.315
ENSG00000138193	PLCE1	0.063	0.242	0.76	0.491	0.268
ENSG00000124181	PLCG1	-0.075	0.221	0.726	0.841	-0.115
ENSG00000154822	PLCL2	0.023	-0.107	-0.168	-0.208	0.04
ENSG00000105223	PLD3	0.179	0.1	0.221	0.231	-0.011
ENSG00000178209	PLEC	0.161	0.597	0.97	1.259	-0.289
ENSG00000107679	PLEKHA1	0.246	0.198	0.276	0	0.276
ENSG00000169499	PLEKHA2	-0.231	-0.15	0.549	0.419	0.131
ENSG00000116095	PLEKHA3	-0.034	-0.008	-0.087	-0.269	0.182
ENSG00000105559	PLEKHA4	-0.075	-0.193	0.541	0.878	-0.336
ENSG00000106086	PLEKHA8	-0.066	-0.017	-0.199	0.027	-0.226
ENSG00000134297	PLEKHA8P1	-0.014	-0.035	0.358	0.546	-0.188
ENSG00000115762	PLEKHB2	0.062	-0.049	-0.606	-0.273	-0.333
ENSG00000166289	PLEKHF1	-0.543	-0.558	-0.494	-1.143	0.649
ENSG00000175895	PLEKHF2	-0.459	-0.245	-0.332	-0.443	0.112
ENSG00000090924	PLEKHG2	0.331	0.509	0.421	0.491	-0.07
ENSG00000196155	PLEKHG4	0.25	0.039	0	-0.511	0.511
ENSG00000008323	PLEKHG6	0.45	0.081	0.043	0.094	-0.051
ENSG00000054690	PLEKHH1	0.129	0.365	0.272	1.142	-0.871
ENSG00000068137	PLEKHH3	0.294	-0.082	-0.263	-0.104	-0.159
ENSG00000104886	PLEKHJ1	0.216	-0.279	-0.585	-0.729	0.144
ENSG00000225190	PLEKHM1	0.281	0.197	-0.025	0.611	-0.636
ENSG00000116786	PLEKHM2	0.181	0.221	0.399	0.661	-0.261
ENSG00000178385	PLEKHM3	0.008	0.279	0.072	0.495	-0.424
ENSG00000023902	PLEKHO1	-0.049	-0.078	-0.579	-0.654	0.075
ENSG00000241839	PLEKHO2	0.078	0.139	-0.037	-0.056	0.019
ENSG00000107020	PLGRKT	0.098	-0.197	-0.538	-0.608	0.07
ENSG00000166819	PLIN1	-0.03	0.061	0.507	0.243	0.264
ENSG00000147872	PLIN2	-0.003	0.053	0.216	0.238	-0.022
ENSG00000105355	PLIN3	0.182	0.038	-0.265	0.096	-0.36
ENSG00000167676	PLIN4	0.282	0.636	1.44	1.131	0.309
ENSG00000214456	PLIN5	0.408	0.117	0.676	-0.027	0.703
ENSG00000145632	PLK2	1.25	0.784	0.189	-0.11	0.299
ENSG00000173846	PLK3	1.3	0.932	0.44	0.278	0.162
ENSG00000083444	PLOD1	0.057	0.29	0.308	0.722	-0.414
ENSG00000152952	PLOD2	-0.133	0.017	0.032	0.18	-0.148
ENSG00000106397	PLOD3	0.102	0.499	0.682	0.91	-0.228
ENSG00000102007	PLP2	-0.081	-0.125	-0.1	0.455	-0.555
ENSG00000171566	PLRG1	-0.04	-0.179	-0.298	-0.479	0.181
ENSG00000102024	PLS3	-0.113	-0.169	-0.394	-0.429	0.034
ENSG00000188313	PLSCR1	-0.165	-0.142	-0.421	-0.532	0.111
ENSG00000114698	PLSCR4	-0.32	0.161	0.007	0.23	-0.224
ENSG00000100979	PLTP	0.196	0.2	0.24	0.706	-0.466
ENSG00000114554	PLXNA1	0.077	0.321	0.59	0.889	-0.299
ENSG00000076356	PLXNA2	-0.008	0.825	0.824	1.061	-0.237
ENSG00000130827	PLXNA3	0.105	1.246	1.304	1.78	-0.476
ENSG00000221866	PLXNA4	-0.093	0.456	0.489	1.28	-0.791
ENSG00000164050	PLXNB1	0.155	0.317	0.477	0.676	-0.199
ENSG00000196576	PLXNB2	0.044	0.62	1.065	1.327	-0.262
ENSG00000198753	PLXNB3	0	0.409	0.9	1.026	-0.126
ENSG00000004399	PLXND1	-0.011	0.652	1.515	1.5	0.015
ENSG00000146281	PM20D2	-0.338	0.163	-0.662	0	-0.662
ENSG00000141682	PMAIP1	1.716	0.634	-0.536	-0.861	0.325
ENSG00000124225	PMEPA1	0.12	0.576	0.436	1.109	-0.672
ENSG00000160783	PMF1	-0.066	-0.263	-0.796	-0.558	-0.238
ENSG00000140464	PML	0.016	0.275	0.333	0.694	-0.361
ENSG00000100417	PMM1	0.125	0	0.7	1.051	-0.351
ENSG00000140650	PMM2	-0.046	-0.04	-0.276	-0.451	0.174
ENSG00000109099	PMP22	-0.345	0.078	0.25	0.582	-0.331
ENSG00000165688	PMPCA	0.155	-0.034	-0.155	0.013	-0.168
ENSG00000105819	PMPCB	-0.024	0.016	0.14	-0.156	0.297
ENSG00000064933	PMS1	-0.032	0.03	0.104	-0.103	0.208
ENSG00000122512	PMS2	-0.072	-0.435	-0.441	-0.206	-0.234
ENSG00000187953	PMS2CL	0.225	-0.362	-0.723	-0.118	-0.606
ENSG00000078319	PMS2P1	-0.076	-0.634	-1.07	-0.639	-0.431
ENSG00000127957	PMS2P3	0.631	0.081	-0.71	-0.742	0.032
ENSG00000163344	PMVK	0.174	0.202	0.577	0.513	0.064
ENSG00000132424	PNISR	0.113	0.575	1.227	0.356	0.871
ENSG00000127838	PNKD	0.045	-0.257	-0.379	-0.312	-0.067
ENSG00000039650	PNKP	0.013	-0.137	-0.213	0.276	-0.489
ENSG00000176903	PNMA1	-0.311	0.662	0.964	0.89	0.075
ENSG00000100941	PNN	-0.133	-0.074	0.429	0.028	0.401
ENSG00000115946	PNO1	-0.088	-0.08	-0.526	-0.451	-0.075
ENSG00000198805	PNP	0.083	-0.274	-0.616	-0.299	-0.317
ENSG00000177666	PNPLA2	-0.126	0.952	1.484	1.38	0.104
ENSG00000100344	PNPLA3	-0.085	0.456	0.674	1.175	-0.501
ENSG00000006757	PNPLA4	-0.042	-0.225	-0.722	0.234	-0.957
ENSG00000032444	PNPLA6	0.226	0.26	0.41	0.551	-0.141
ENSG00000135241	PNPLA8	-0.156	-0.027	0.064	-0.385	0.45
ENSG00000108439	PNPO	0.043	-0.132	-0.374	0.278	-0.652
ENSG00000138035	PNPT1	-0.077	-0.083	0.012	-0.258	0.27
ENSG00000146278	PNRC1	1.001	1.021	0.552	0.361	0.191
ENSG00000189266	PNRC2	0.031	0.056	0.261	-0.072	0.333
ENSG00000139323	POC1B	-0.163	-0.112	-0.469	-0.301	-0.167
ENSG00000152359	POC5	-0.559	-0.134	-0.798	-0.746	-0.052
ENSG00000114631	PODXL2	0.409	-0.278	-0.601	-0.239	-0.361
ENSG00000101346	POFUT1	-0.014	-0.089	0.166	0.372	-0.206
ENSG00000186866	POFUT2	0.038	0.173	0.095	0.057	0.037
ENSG00000143157	POGK	0.365	0.039	0.122	-0.009	0.131
ENSG00000163389	POGLUT1	-0.012	-0.065	-0.005	0.123	-0.128
ENSG00000143442	POGZ	-0.243	0.437	0.818	0.87	-0.052
ENSG00000101868	POLA1	-0.235	-0.247	-0.138	-0.316	0.177
ENSG00000070501	POLB	0.125	-0.356	-0.437	-0.469	0.032
ENSG00000062822	POLD1	0.288	-0.231	0	-0.295	0.295
ENSG00000106628	POLD2	0.169	-0.117	-0.184	0.213	-0.397
ENSG00000077514	POLD3	0.945	0.295	0.036	0.049	-0.012
ENSG00000175482	POLD4	0.174	-0.192	-0.649	-0.276	-0.374
ENSG00000004142	POLDIP2	0.14	0.056	-0.013	0.101	-0.114
ENSG00000100227	POLDIP3	0.012	0.129	0.362	0.583	-0.222
